first_name,last_name,gender,past_3_years_bike_related_purchases,dob,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,rank,value
Antony,Tuma,Male,11,10/03/1954,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833
Corene,Hallgate,Female,26,06/11/1964,Research Assistant IV,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833
Nico,Chadwick,Male,97,24/05/1953,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833
Joline,Skipperbottom,Female,59,27/06/1972,Desktop Support Technician,Financial Services,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83
Ivy,Farr,Female,56,03/07/1973,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.829
Dallas,Lavalde,Female,18,19/12/1998,Product Engineer,IT,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.829
Amabel,Lavalde,Female,71,14/09/1981,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.829
Hilario,McCulloch,Male,61,10/01/1986,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.829
Jim,Haddrell,Male,55,08/04/1955,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.829
Jacobo,Mucklow,Male,62,04/12/1952,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.829
Gretel,Paschke,Female,10,29/05/1956,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.825
Jethro,Mertel,Male,16,10/12/1978,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.825
Dwain,Hatch,Male,62,16/11/1994,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.825
Lucretia,D'Agostini,Female,41,14/12/1978,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.825
Claude,Bowstead,Female,37,29/11/1997,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.825
Donn,MacGregor,Male,80,22/04/1965,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.825
Laurel,Devennie,Female,78,25/09/1976,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.825
Elvira,Darthe,Female,10,08/04/1975,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.825
Angie,Tansley,Male,68,30/11/1950,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.824
Terrence,Dalligan,Male,60,19/02/1998,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.824
Katy,Crooke,Female,0,30/06/1977,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.823
Sammy,Borsi,Female,99,27/04/1972,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.823
Morganica,Ainsbury,Female,37,06/01/1973,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.823
Nils,Champion,Male,69,06/07/1984,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82
Beverlee,Querree,Female,42,21/04/1991,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82
Cami,Eitter,Female,34,03/01/1979,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818
Reiko,Degenhardt,Female,83,16/01/1976,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816
Cord,Dunsmore,Male,12,21/04/1999,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816
Gabey,Kennicott,Female,55,14/05/1958,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816
Jacqui,Devey,Female,79,01/10/1995,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.812
Byrom,Ramas,Male,23,02/11/1993,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.812
Worthington,Ahmed,Male,79,24/03/1972,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.812
Chico,Dye,Male,46,04/02/1994,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.812
Davidde,Cockroft,Male,70,21/04/1947,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.812
Charlie,Dmych,Male,60,31/03/1950,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.812
Donn,Chaney,Male,15,29/01/1951,Research Assistant II,Manufacturing,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81
Kamila,Parsonage,Female,80,08/03/1954,Executive Secretary,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81
Barth,Sapshed,Male,4,16/06/1994,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.808
Padriac,Collacombe,Male,67,07/04/1967,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.808
Olive,Mozzi,Female,87,06/07/1955,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.808
Benedict,Rosas,Male,73,25/11/1955,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.808
Virginia,De Antoni,Female,17,14/03/1964,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.808
Nicolas,O'Donnell,Male,40,25/09/1986,Internal Auditor,Telecommunications,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8
Oswald,MacCarlich,Male,81,24/11/1991,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8
Ailyn,Howgate,Female,66,27/09/2001,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8
Karol,Salthouse,Female,53,29/07/1968,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8
Esdras,Birchett,Male,81,09/12/1950,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8
Wilfrid,Gertray,Male,1,23/08/1942,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8
Charmain,Styles,Female,49,25/02/1965,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.799
Harlene,Nono,U,69,,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,NSW,Australia,7,575,0.797
Kirsteni,Gritskov,Female,66,12/05/1998,Sales Associate,IT,Mass Customer,N,No,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.797
Bobby,Summersby,Male,90,27/10/1943,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.797
Shepherd,Dutchburn,Male,33,12/08/1976,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.797
Berenice,Kaesmakers,Female,64,15/10/1994,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,NSW,Australia,9,575,0.797
Jesse,Crosio,Male,75,15/04/1994,Data Coordiator,Retail,Mass Customer,N,Yes,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.797
Cordi,Thornton,Female,47,04/01/1973,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.797
Debbie,Tillman,Female,3,06/07/1990,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79
Judie,Pirkis,Female,2,18/07/1995,Recruiter,Manufacturing,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.788
Flin,Yoskowitz,Male,9,17/12/1995,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.788
Noel,Sturch,Female,26,28/10/1951,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,VIC,Australia,1,583,0.788
Letizia,Poore,Female,27,30/08/1938,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.788
Raynard,Poore,Male,32,13/04/1996,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.786
Kiley,Grunder,Male,95,17/04/1994,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.786
Ethelred,Sissel,Male,83,25/12/1974,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.786
Dena,Pabst,Female,39,20/04/1987,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.784
Wyndham,Woolford,Male,1,22/10/1979,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782
Rochette,Haddacks,Female,44,10/05/1996,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782
Jamal,Dudgeon,Male,83,09/02/1965,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782
Levin,Coxen,Male,13,22/10/1955,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.781
Marinna,Kauschke,Female,21,15/03/1973,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,VIC,Australia,3,595,0.776
Kyle,Michie,Female,6,19/07/1958,Nurse Practicioner,Financial Services,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.776
Lanie,Cobbold,Male,57,31/12/1978,Senior Sales Associate,Financial Services,Mass Customer,N,Yes,9,936 Porter Lane,2323,NSW,Australia,5,595,0.776
Gilbert,O'Fallone,Male,29,07/11/1994,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,NSW,Australia,11,595,0.776
Gerianne,Kaysor,U,15,,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,NSW,Australia,11,599,0.775
Esther,McOnie,Female,59,26/05/1939,Legal Assistant,IT,Mass Customer,N,No,14,844 Forster Place,2096,NSW,Australia,12,599,0.775
Chaim,Kingdon,Male,63,21/01/1996,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775
Anson,Dearnaly,Male,68,29/06/1997,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.774
Caitrin,Critten,Female,45,29/01/1973,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.77
Garreth,Minett,Male,93,23/05/1961,Physical Therapy Assistant,Manufacturing,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765
Rozamond,Sommer,Female,27,19/09/1966,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765
Annabell,Downer,Female,33,25/11/1955,Budget/Accounting Analyst II,IT,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.765
Maximilian,Geffen,Male,96,13/07/1955,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.765
Ajay,Worham,Female,80,30/09/1979,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,NSW,Australia,6,606,0.765
Jamison,Cashin,Male,70,19/05/1970,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.762
Dorian,Emery,Female,94,24/08/1998,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.762
Nicol,Swinford,Male,65,07/12/1976,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.762
Agna,Cowpe,Female,88,05/03/1969,Environmental Tech,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,QLD,Australia,3,612,0.757
Nev,Prosh,Male,29,08/05/1950,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.757
Lucius,Hatchell,Male,37,19/03/1951,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.757
Francisca,Pottage,Female,63,10/06/1957,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.756
Farlie,Brookz,Male,62,31/07/1963,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,NSW,Australia,12,615,0.756
Mariette,Brookz,Female,47,05/07/1956,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,NSW,Australia,11,617,0.754
Beverlee,Ungerechts,Female,49,03/10/1973,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,QLD,Australia,7,617,0.754
Nanni,Girodias,Female,61,08/01/1959,Product Engineer,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.754
Delcina,Hursey,Female,22,26/12/1968,Product Engineer,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,QLD,Australia,4,620,0.75
Lek,Pimblett,Male,88,29/09/1955,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75
Kellyann,Adshad,Female,62,07/06/1940,Engineer I,Financial Services,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75
Ewell,Paulusch,Male,31,15/01/1998,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75
Madison,Lars,Male,11,19/01/1967,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75
Ardis,Taree,Female,97,12/04/1960,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748
Wheeler,Godsil,Male,51,20/09/1993,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.744
Marissa,O'Scandall,Female,17,13/07/1973,Junior Executive,Manufacturing,Affluent Customer,N,Yes,7,45000 Randy Court,3199,VIC,Australia,7,626,0.744
Terrel,Keynd,Male,30,20/04/1961,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,QLD,Australia,7,626,0.744
Augie,Swallwell,Male,42,22/08/1939,Tax Accountant,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.744
Dillon,Bannister,Male,7,24/12/1945,Tax Accountant,Property,Mass Customer,N,No,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.744
Osbourn,Gherardini,Male,43,01/05/1987,Legal Assistant,Property,High Net Worth,N,Yes,16,5 Dryden Road,2782,NSW,Australia,7,626,0.744
Lissa,Gawn,Female,86,21/09/1962,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74
Leisha,McConway,Female,3,31/10/1975,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74
Kearney,Cuddehy,Male,88,18/05/1997,Marketing Assistant,Retail,Mass Customer,N,No,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.739
Shellysheldon,Bichard,Male,96,06/01/1954,Desktop Support Technician,Financial Services,Mass Customer,N,Yes,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.739
Reinhard,Oscroft,Male,23,18/03/1950,Pharmacist,Health,High Net Worth,N,No,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.739
Menard,Venmore,Male,97,04/04/1978,Assistant Professor,Retail,High Net Worth,N,No,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.737
Andree,Breeds,Female,31,19/10/1954,Senior Editor,Financial Services,Affluent Customer,N,Yes,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.737
Kata,Harrop,Female,70,04/05/1950,Statistician II,Retail,Affluent Customer,N,Yes,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.737
Pierrette,Gummie,Female,18,04/08/1966,Statistician II,Retail,Affluent Customer,N,No,14,29 Maple Trail,3143,VIC,Australia,8,637,0.737
Nady,Withinshaw,Female,96,17/02/1968,Database Administrator III,Retail,High Net Worth,N,No,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.734
Demott,Mullaly,Male,42,15/12/1982,Help Desk Operator,Property,Mass Customer,N,No,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.733
Wendye,Kleinplatz,Female,48,28/05/1996,Executive Secretary,Manufacturing,Affluent Customer,N,No,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731
Irvin,Bevans,Male,82,12/07/1962,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,No,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73
Madella,Marquiss,Female,51,08/10/1976,VP Marketing,Manufacturing,Affluent Customer,N,No,18,0 Larry Park,3175,VIC,Australia,8,644,0.73
Austine,Speedy,Female,38,23/05/1940,Software Engineer II,Argiculture,High Net Worth,N,Yes,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73
Wolf,Craft,Male,93,19/07/1995,Database Administrator III,Retail,Affluent Customer,N,Yes,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73
Aldin,Newsome,Male,24,06/07/1981,Financial Analyst,Financial Services,Mass Customer,N,No,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725
Sindee,Jasik,Female,18,21/10/1942,Social Worker,Health,Mass Customer,N,Yes,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725
Truman,Arlett,Male,58,25/06/1958,Technical Writer,Manufacturing,High Net Worth,N,Yes,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725
Gordon,Rewan,Male,42,07/01/1988,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.722
Israel,Brough,Male,29,29/10/1976,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,Yes,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.722
Leticia,Hovenden,Female,98,03/04/1997,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.719
Caritta,Compston,Female,86,25/04/1958,Geological Engineer,Manufacturing,Mass Customer,N,Yes,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.719
Annabelle,Hanwell,Female,11,28/11/1951,Professor,Manufacturing,High Net Worth,N,Yes,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.717
Darryl,Hovee,Female,2,28/04/1944,Professor,Financial Services,Mass Customer,N,Yes,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.717
Orly,Nesbitt,Female,6,25/03/1985,Analyst Programmer,Manufacturing,High Net Worth,N,Yes,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714
Margette,Gibard,Female,34,06/07/1942,Financial Advisor,Manufacturing,Affluent Customer,N,Yes,9,37068 Montana Street,2011,NSW,Australia,7,658,0.712
Nicol,Bertot,Female,25,11/09/1977,Financial Advisor,Financial Services,Affluent Customer,N,Yes,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.712
Nobe,Trowsdale,Male,12,12/07/1968,Community Outreach Specialist,Financial Services,Mass Customer,N,No,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.712
Stephen,Tittershill,Male,73,21/12/1991,Nurse Practicioner,Financial Services,High Net Worth,N,No,6,8 Scott Drive,3150,VIC,Australia,11,658,0.712
Giselbert,Pickring,Male,94,28/07/1959,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,20,653 2nd Park,2766,NSW,Australia,8,662,0.712
Shane,Diss,Female,50,29/10/1980,Developer III,Financial Services,High Net Worth,N,Yes,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.712
Lisette,Davers,Female,59,26/10/1940,Developer III,Health,High Net Worth,N,No,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.712
Chicky,Sinclar,U,43,,Operator,IT,High Net Worth,N,Yes,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.712
Kippar,Whyatt,Male,13,21/01/1960,VP Product Management,Property,Mass Customer,N,No,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
Xenia,Maleck,Female,41,14/02/1960,VP Product Management,Telecommunications,Mass Customer,N,No,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
Essie,Withur,Female,42,26/02/1941,Director of Sales,Financial Services,High Net Worth,N,No,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.705
Cecil,Gant,Male,52,16/07/1976,Structural Analysis Engineer,Financial Services,High Net Worth,N,Yes,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.705
Lillis,Eshmade,Female,50,12/10/1974,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.705
Ted,Izacenko,Male,3,01/08/1959,Librarian,Entertainment,High Net Worth,N,No,9,2 Shasta Place,3130,VIC,Australia,10,668,0.705
Nixie,Shoesmith,Female,45,04/12/1956,Junior Executive,Retail,Affluent Customer,N,No,12,77608 Donald Center,4516,QLD,Australia,6,672,0.704
Briana,Trill,Female,5,18/03/1944,Health Coach III,Health,High Net Worth,N,No,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.704
Cobbie,Bruyett,Male,20,19/03/1956,Associate Professor,Health,Mass Customer,N,Yes,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703
Wrennie,Dwelly,Female,23,11/03/1940,Operator,Manufacturing,Mass Customer,N,No,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703
Sibylla,Kibble,Female,73,05/08/1962,Pharmacist,Health,High Net Worth,N,No,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.701
Kariotta,Naper,Female,8,07/04/1952,VP Sales,Health,Mass Customer,N,No,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.701
Wylie,Huntingdon,Male,99,11/08/1966,VP Quality Control,Financial Services,Mass Customer,N,No,15,08822 Duke Road,2763,NSW,Australia,8,676,0.701
Lizbeth,Garvan,Female,36,06/09/1996,Structural Analysis Engineer,Health,Mass Customer,N,No,4,5 Schurz Street,2141,NSW,Australia,9,676,0.701
Averil,Ackery,Male,93,09/09/1970,Sales Representative,Retail,Mass Customer,N,Yes,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.701
Myrtie,Ostrich,Female,70,18/06/1996,VP Quality Control,Property,Affluent Customer,N,Yes,9,320 Acker Drive,2251,NSW,Australia,7,676,0.701
Ross,Vidgen,Male,17,28/12/1947,VP Sales,Retail,Affluent Customer,N,No,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7
Sibby,Skinner,Female,25,05/05/1981,Accountant IV,Manufacturing,Mass Customer,N,Yes,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7
Selle,Casper,Female,98,27/03/1978,Social Worker,Health,Mass Customer,N,Yes,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
Andrew,Froment,Male,58,19/07/1977,Office Assistant IV,Retail,High Net Worth,N,No,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
Maurizia,Ritmeyer,Female,95,09/04/1980,Teacher,Entertainment,Mass Customer,N,Yes,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
Keenan,Moriarty,Male,67,23/12/1994,Actuary,Financial Services,Mass Customer,N,Yes,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
Davide,Senten,Male,22,23/02/1941,Accounting Assistant II,Manufacturing,Mass Customer,N,No,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
Renie,Fiveash,Female,92,10/10/1992,Occupational Therapist,Health,High Net Worth,N,No,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
Willard,Booton,Male,69,02/09/1938,Administrative Assistant II,Health,High Net Worth,N,Yes,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
Debby,Balmadier,Female,53,24/06/1992,Administrative Assistant II,Financial Services,Affluent Customer,N,Yes,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.691
Rockie,MacKibbon,Male,42,20/04/1978,Help Desk Technician,Financial Services,Mass Customer,N,Yes,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.691
Harvey,Dwelley,Male,70,30/08/1973,Help Desk Technician,Financial Services,Affluent Customer,N,No,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.691
Patrice,Pariss,Male,96,15/06/1954,VP Accounting,Financial Services,Mass Customer,N,No,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.691
Arman,Yakubov,Male,68,07/10/1977,VP Quality Control,Property,High Net Worth,N,Yes,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.691
Gardiner,Gypps,Male,91,01/06/1991,VP Product Management,Retail,Mass Customer,N,Yes,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.691
Cathleen,Le Teve,Female,75,06/11/1950,Recruiting Manager,Retail,High Net Worth,N,No,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.691
Thaddus,Joder,Male,31,10/12/1957,Marketing Manager,Manufacturing,Mass Customer,N,No,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
Josepha,Clamp,Female,12,03/11/1961,Marketing Manager,Manufacturing,High Net Worth,N,No,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69
Jillane,Simion,Female,8,03/07/1974,VP Marketing,Manufacturing,High Net Worth,N,No,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.688
